Tiempo(s),X(km),Y(km),Z(km),Velocidad(km/s),DistanciaTierra(km),DistanciaLuna(km),Altitud(km)
78733,1480.884,5626.201,3039.392,10.5773,6563.921,400509.457,185.784
78793,857.547,5739.959,3095.705,10.6255,6577.682,399996.420,199.545
78853,226.339,5826.141,3135.721,10.6503,6620.264,399463.444,242.127
78913,-409.657,5884.752,3159.440,10.6527,6691.800,398913.258,313.663
78973,-1047.480,5916.286,3167.137,10.6344,6791.937,398348.717,413.800
79033,-1684.406,5921.675,3159.326,10.5979,6919.884,397772.666,541.747
79125,-2657.038,5881.758,3118.972,10.4641,7168.188,396870.249,790.051
79211,-3540.314,5796.080,3055.159,10.2630,7447.306,396027.762,1069.169
79297,-4398.538,5669.168,2969.557,10.0470,7765.621,395188.895,1387.484
79383,-5229.269,5506.652,2865.262,9.8236,8116.538,394358.429,1738.401
79469,-6031.338,5313.827,2745.163,9.5988,8494.098,393539.854,2115.961
79752,-8474.207,4518.444,2267.611,8.8921,9867.653,390949.503,3489.516
79992,-10324.259,3719.690,1799.556,8.3644,11120.468,388895.689,4742.331
80232,-12001.662,2857.309,1300.606,7.9079,12405.469,386968.836,6027.332
80472,-13534.281,1959.655,785.520,7.5146,13697.957,385157.019,7319.820
80712,-14945.578,1043.958,263.129,7.1744,14984.304,383447.093,8606.167
80952,-16254.539,120.812,-261.225,6.8779,16257.086,381826.854,9878.949
81192,-17476.372,-803.176,-784.285,6.6174,17512.389,380285.636,11134.252
81432,-18623.287,-1723.855,-1304.053,6.3865,18748.308,378814.332,12370.171
81672,-19705.158,-2638.606,-1819.315,6.1804,19964.103,377405.223,13585.966
81912,-20730.045,-3545.795,-2329.350,5.9951,21159.710,376051.766,14781.573
82152,-21704.596,-4444.424,-2833.755,5.8273,22335.456,374748.398,15957.319
82392,-22634.347,-5333.917,-3332.329,5.6746,23491.887,373490.362,17113.750
82632,-23523.950,-6213.978,-3825.007,5.5347,24629.666,372273.565,18251.529
82872,-24377.354,-7084.500,-4311.810,5.4060,25749.510,371094.467,19371.373
83112,-25197.935,-7945.501,-4792.816,5.2871,26852.151,369949.986,20474.014
83352,-25988.601,-8797.084,-5268.138,5.1768,27938.314,368837.423,21560.177
83592,-26751.878,-9639.407,-5737.914,5.0741,29008.702,367754.401,22630.565
83832,-27489.970,-10472.666,-6202.293,4.9781,30063.992,366698.816,23685.855
84072,-28204.816,-11297.076,-6661.430,4.8882,31104.826,365668.796,24726.689
84312,-28898.127,-12112.868,-7115.485,4.8036,32131.813,364662.667,25753.676
84552,-29571.424,-12920.277,-7564.614,4.7240,33145.528,363678.929,26767.391
84792,-30226.064,-13719.539,-8008.972,4.6488,34146.513,362716.226,27768.376
85032,-30863.264,-14510.889,-8448.711,4.5776,35135.276,361773.335,28757.139
85272,-31484.117,-15294.557,-8883.976,4.5100,36112.299,360849.143,29734.162
85512,-32089.614,-16070.768,-9314.910,4.4458,37078.032,359942.637,30699.895
85752,-32680.651,-16839.740,-9741.647,4.3847,38032.900,359052.891,31654.763
85992,-33258.043,-17601.683,-10164.317,4.3264,38977.301,358179.055,32599.164
86232,-33822.535,-18356.801,-10583.046,4.2707,39911.614,357320.349,33533.477
86472,-34374.809,-19105.289,-10997.952,4.2174,40836.191,356476.055,34458.054
86712,-34915.489,-19847.336,-11409.150,4.1664,41751.368,355645.507,35373.231
86952,-35445.151,-20583.120,-11816.747,4.1174,42657.462,354828.090,36279.325
87192,-35964.326,-21312.816,-12220.849,4.0704,43554.770,354023.234,37176.633
87432,-36473.504,-22036.588,-12621.554,4.0252,44443.575,353230.406,38065.438
87672,-36973.142,-22754.597,-13018.958,3.9816,45324.145,352449.112,38946.008
87912,-37463.660,-23466.994,-13413.151,3.9397,46196.734,351678.889,39818.597
88152,-37945.452,-24173.926,-13804.220,3.8992,47061.582,350919.305,40683.445
88392,-38418.884,-24875.533,-14192.247,3.8602,47918.918,350169.954,41540.781
88632,-38884.299,-25571.949,-14577.313,3.8224,48768.959,349430.458,42390.822
88872,-39342.016,-26263.302,-14959.493,3.7859,49611.911,348700.457,43233.774
89112,-39792.334,-26949.718,-15338.860,3.7506,50447.971,347979.616,44069.834
89352,-40235.536,-27631.313,-15715.484,3.7164,51277.327,347267.617,44899.190
89592,-40671.886,-28308.203,-16089.431,3.6832,52100.158,346564.161,45722.021
89832,-41101.633,-28980.497,-16460.766,3.6510,52916.635,345868.966,46538.498
90072,-41525.010,-29648.301,-16829.550,3.6198,53726.920,345181.762,47348.783
90312,-41942.240,-30311.715,-17195.843,3.5894,54531.170,344502.297,48153.033
90552,-42353.531,-30970.837,-17559.700,3.5599,55329.534,343830.330,48951.397
90792,-42759.081,-31625.760,-17921.177,3.5312,56122.155,343165.632,49744.018
91032,-43159.077,-32276.576,-18280.326,3.5033,56909.170,342507.986,50531.033
91272,-43553.697,-32923.371,-18637.198,3.4761,57690.710,341857.186,51312.573
91512,-43943.109,-33566.229,-18991.841,3.4496,58466.902,341213.034,52088.765
91752,-44327.473,-34205.231,-19344.302,3.4238,59237.866,340575.342,52859.729
91992,-44706.941,-34840.455,-19694.627,3.3986,60003.718,339943.932,53625.581
92232,-45081.659,-35471.976,-20042.858,3.3741,60764.572,339318.633,54386.435
92472,-45451.763,-36099.867,-20389.038,3.3501,61520.534,338699.281,55142.397
92712,-45817.387,-36724.199,-20733.208,3.3267,62271.708,338085.719,55893.571
92952,-46178.654,-37345.038,-21075.406,3.3038,63018.193,337477.798,56640.056
93192,-46535.685,-37962.452,-21415.671,3.2815,63760.087,336875.375,57381.950
93432,-46888.595,-38576.502,-21754.039,3.2596,64497.481,336278.311,58119.344
93672,-47237.493,-39187.252,-22090.545,3.2382,65230.466,335686.475,58852.329
93912,-47582.484,-39794.760,-22425.223,3.2173,65959.127,335099.740,59580.990
94152,-47923.669,-40399.084,-22758.108,3.1969,66683.548,334517.985,60305.411
94392,-48261.144,-41000.280,-23089.230,3.1768,67403.809,333941.092,61025.672
94632,-48595.001,-41598.402,-23418.621,3.1572,68119.990,333368.948,61741.853
94922,-48994.005,-42317.638,-23814.661,3.1340,68980.672,332683.285,62602.535
95162,-49320.180,-42909.153,-24140.333,3.1152,69688.099,332121.257,63309.962
95402,-49643.009,-43497.757,-24464.367,3.0968,70391.679,331563.644,64013.542
95642,-49962.571,-44083.497,-24786.791,3.0788,71091.478,331010.351,64713.341
95882,-50278.942,-44666.421,-25107.631,3.0610,71787.564,330461.284,65409.427
96122,-50592.193,-45246.573,-25426.913,3.0437,72479.999,329916.355,66101.862
96362,-50902.394,-45823.996,-25744.661,3.0266,73168.845,329375.476,66790.708
96602,-51209.613,-46398.734,-26060.901,3.0099,73854.164,328838.564,67476.027
96842,-51513.914,-46970.827,-26375.655,2.9934,74536.012,328305.537,68157.875
97082,-51815.360,-47540.315,-26688.947,2.9773,75214.447,327776.319,68836.310
97322,-52114.010,-48107.239,-27000.799,2.9614,75889.523,327250.833,69511.386
97562,-52409.925,-48671.636,-27311.232,2.9458,76561.294,326729.005,70183.157
97802,-52703.159,-49233.542,-27620.269,2.9305,77229.812,326210.766,70851.675
98042,-52993.767,-49792.995,-27927.928,2.9154,77895.127,325696.045,71516.990
98282,-53281.801,-50350.029,-28234.231,2.9005,78557.288,325184.777,72179.151
98522,-53567.314,-50904.678,-28539.197,2.8860,79216.344,324676.897,72838.207
98762,-53850.353,-51456.976,-28842.844,2.8716,79872.340,324172.342,73494.203
99002,-54130.967,-52006.956,-29145.192,2.8575,80525.321,323671.052,74147.184
99242,-54409.202,-52554.649,-29446.259,2.8436,81175.333,323172.967,74797.196
99482,-54685.103,-53100.087,-29746.062,2.8299,81822.417,322678.031,75444.280
99722,-54958.713,-53643.299,-30044.618,2.8164,82466.615,322186.186,76088.478
99962,-55230.074,-54184.314,-30341.944,2.8031,83107.969,321697.381,76729.832
100202,-55499.227,-54723.163,-30638.056,2.7901,83746.518,321211.560,77368.381
100442,-55766.212,-55259.873,-30932.971,2.7772,84382.301,320728.675,78004.164
100682,-56031.068,-55794.471,-31226.704,2.7645,85015.355,320248.674,78637.218
100922,-56293.831,-56326.984,-31519.270,2.7520,85645.717,319771.510,79267.580
101162,-56554.537,-56857.439,-31810.684,2.7397,86273.424,319297.136,79895.287
101402,-56813.223,-57385.861,-32100.961,2.7275,86898.510,318825.504,80520.373
101642,-57069.923,-57912.275,-32390.115,2.7155,87521.010,318356.572,81142.873
101882,-57324.669,-58436.706,-32678.159,2.7037,88140.957,317890.295,81762.820
102122,-57577.494,-58959.178,-32965.108,2.6920,88758.384,317426.631,82380.247
102362,-57828.430,-59479.713,-33250.975,2.6805,89373.324,316965.539,82995.187
102602,-58077.508,-59998.336,-33535.772,2.6692,89985.806,316506.978,83607.669
102842,-58324.757,-60515.069,-33819.513,2.6580,90595.862,316050.909,84217.725
103082,-58570.206,-61029.933,-34102.209,2.6469,91203.522,315597.293,84825.385
103322,-58813.884,-61542.950,-34383.874,2.6360,91808.814,315146.094,85430.677
103562,-59055.819,-62054.141,-34664.518,2.6253,92411.768,314697.275,86033.631
103802,-59296.037,-62563.527,-34944.154,2.6146,93012.412,314250.801,86634.275
104042,-59534.564,-63071.128,-35222.793,2.6042,93610.772,313806.635,87232.635
104282,-59771.427,-63576.963,-35500.446,2.5938,94206.875,313364.745,87828.738
104522,-60006.649,-64081.053,-35777.124,2.5836,94800.749,312925.098,88422.612
104762,-60240.256,-64583.416,-36052.838,2.5734,95392.417,312487.660,89014.280
105002,-60472.271,-65084.071,-36327.599,2.5635,95981.906,312052.400,89603.769
105242,-60702.718,-65583.036,-36601.416,2.5536,96569.241,311619.288,90191.104
105482,-60931.618,-66080.330,-36874.301,2.5438,97154.444,311188.292,90776.307
105722,-61158.994,-66575.968,-37146.262,2.5342,97737.541,310759.384,91359.404
105962,-61384.868,-67069.970,-37417.310,2.5247,98318.553,310332.534,91940.416
106202,-61609.260,-67562.352,-37687.454,2.5153,98897.505,309907.714,92519.368
106442,-61832.191,-68053.130,-37956.703,2.5059,99474.417,309484.897,93096.280
106682,-62053.682,-68542.320,-38225.068,2.4967,100049.313,309064.054,93671.176
106922,-62273.752,-69029.940,-38492.556,2.4876,100622.212,308645.160,94244.075
107162,-62492.420,-69516.003,-38759.176,2.4786,101193.137,308228.188,94815.000
107402,-62709.704,-70000.527,-39024.938,2.4697,101762.108,307813.114,95383.971
107642,-62925.624,-70483.526,-39289.850,2.4609,102329.145,307399.911,95951.008
107882,-63140.198,-70965.014,-39553.920,2.4522,102894.268,306988.557,96516.131
108122,-63353.442,-71445.007,-39817.156,2.4436,103457.496,306579.026,97079.359
108362,-63565.374,-71923.518,-40079.567,2.4351,104018.849,306171.295,97640.712
108602,-63776.011,-72400.563,-40341.160,2.4267,104578.345,305765.341,98200.208
108842,-63985.370,-72876.154,-40601.944,2.4183,105136.003,305361.142,98757.866
109082,-64193.466,-73350.305,-40861.925,2.4101,105691.841,304958.676,99313.704
109322,-64400.315,-73823.030,-41121.112,2.4019,106245.876,304557.921,99867.739
109562,-64605.933,-74294.342,-41379.512,2.3938,106798.126,304158.855,100419.989
109802,-64810.335,-74764.253,-41637.132,2.3858,107348.609,303761.458,100970.472
110042,-65013.536,-75232.777,-41893.979,2.3779,107897.341,303365.709,101519.204
110282,-65215.551,-75699.926,-42150.060,2.3700,108444.338,302971.589,102066.201
110522,-65416.393,-76165.713,-42405.383,2.3623,108989.617,302579.077,102611.480
110762,-65616.076,-76630.148,-42659.954,2.3546,109533.195,302188.155,103155.058
111002,-65814.615,-77093.245,-42913.779,2.3470,110075.086,301798.802,103696.949
111242,-66012.023,-77555.015,-43166.866,2.3394,110615.306,301411.002,104237.169
111482,-66208.313,-78015.469,-43419.221,2.3319,111153.870,301024.734,104775.733
111722,-66403.497,-78474.619,-43670.850,2.3245,111690.794,300639.982,105312.657
111962,-66597.590,-78932.476,-43921.759,2.3172,112226.092,300256.728,105847.955
112202,-66790.602,-79389.051,-44171.955,2.3100,112759.778,299874.954,106381.641
112442,-66982.546,-79844.354,-44421.444,2.3028,113291.867,299494.644,106913.730
112682,-67173.435,-80298.397,-44670.231,2.2956,113822.373,299115.780,107444.236
112922,-67363.279,-80751.190,-44918.323,2.2886,114351.309,298738.346,107973.172
113162,-67552.091,-81202.743,-45165.726,2.2816,114878.690,298362.327,108500.553
113402,-67739.882,-81653.066,-45412.444,2.2746,115404.527,297987.705,109026.390
113642,-67926.663,-82102.170,-45658.484,2.2678,115928.836,297614.466,109550.699
113882,-68112.445,-82550.064,-45903.851,2.2609,116451.628,297242.595,110073.491
114122,-68297.238,-82996.757,-46148.551,2.2542,116972.917,296872.075,110594.780
114362,-68481.054,-83442.260,-46392.590,2.2475,117492.714,296502.893,111114.577
114602,-68663.902,-83886.582,-46635.971,2.2409,118011.033,296135.033,111632.896
114842,-68845.792,-84329.733,-46878.701,2.2343,118527.885,295768.481,112149.748
115082,-69026.736,-84771.720,-47120.785,2.2278,119043.282,295403.224,112665.145
115322,-69206.741,-85212.554,-47362.227,2.2213,119557.237,295039.247,113179.100
115562,-69385.819,-85652.243,-47603.033,2.2149,120069.761,294676.536,113691.624
115802,-69563.979,-86090.796,-47843.208,2.2085,120580.865,294315.079,114202.728
116042,-69741.230,-86528.222,-48082.757,2.2022,121090.560,293954.862,114712.423
116282,-69917.580,-86964.528,-48321.684,2.1960,121598.858,293595.871,115220.721
116522,-70093.040,-87399.725,-48559.994,2.1897,122105.770,293238.094,115727.633
116762,-70267.618,-87833.819,-48797.691,2.1836,122611.307,292881.519,116233.170
117002,-70441.323,-88266.819,-49034.781,2.1775,123115.479,292526.133,116737.342
117242,-70614.163,-88698.733,-49271.267,2.1714,123618.296,292171.923,117240.159
117482,-70786.147,-89129.570,-49507.155,2.1654,124119.770,291818.878,117741.633
117722,-70957.283,-89559.336,-49742.449,2.1595,124619.910,291466.986,118241.773
117962,-71127.579,-89988.040,-49977.152,2.1536,125118.726,291116.235,118740.589
118202,-71297.044,-90415.689,-50211.270,2.1477,125616.228,290766.614,119238.091
118442,-71465.685,-90842.290,-50444.806,2.1419,126112.427,290418.110,119734.290
118682,-71633.510,-91267.852,-50677.765,2.1361,126607.331,290070.714,120229.194
118922,-71800.526,-91692.382,-50910.150,2.1304,127100.951,289724.414,120722.814
119162,-71966.742,-92115.886,-51141.966,2.1247,127593.296,289379.199,121215.159
119402,-72132.164,-92538.372,-51373.217,2.1191,128084.374,289035.058,121706.237
119642,-72296.801,-92959.847,-51603.907,2.1135,128574.195,288691.981,122196.058
119882,-72460.658,-93380.318,-51834.040,2.1079,129062.769,288349.958,122684.632
120122,-72623.744,-93799.791,-52063.619,2.1024,129550.104,288008.978,123171.967
120362,-72786.065,-94218.275,-52292.648,2.0969,130036.209,287669.031,123658.072
120602,-72947.628,-94635.774,-52521.132,2.0915,130521.092,287330.107,124142.955
120842,-73108.440,-95052.296,-52749.073,2.0861,131004.762,286992.196,124626.625
121082,-73268.508,-95467.848,-52976.475,2.0807,131487.228,286655.290,125109.091
121322,-73427.838,-95882.435,-53203.343,2.0754,131968.498,286319.377,125590.361
121562,-73586.437,-96296.065,-53429.679,2.0701,132448.580,285984.449,126070.443
121802,-73744.311,-96708.743,-53655.487,2.0649,132927.483,285650.497,126549.346
122042,-73901.466,-97120.476,-53880.771,2.0597,133405.214,285317.511,127027.077
122282,-74057.909,-97531.270,-54105.534,2.0545,133881.781,284985.482,127503.644
122522,-74213.645,-97941.130,-54329.779,2.0494,134357.192,284654.401,127979.055
122762,-74368.681,-98350.064,-54553.510,2.0443,134831.455,284324.260,128453.318
123002,-74523.023,-98758.076,-54776.730,2.0392,135304.578,283995.050,128926.441
123242,-74676.677,-99165.173,-54999.443,2.0342,135776.567,283666.762,129398.430
123482,-74829.647,-99571.360,-55221.651,2.0292,136247.432,283339.388,129869.295
123722,-74981.941,-99976.644,-55443.358,2.0243,136717.178,283012.919,130339.041
123962,-75133.563,-100381.029,-55664.567,2.0193,137185.813,282687.347,130807.676
124202,-75284.520,-100784.522,-55885.281,2.0145,137653.345,282362.665,131275.208
124442,-75434.816,-101187.127,-56105.503,2.0096,138119.780,282038.864,131741.643
124682,-75584.457,-101588.851,-56325.236,2.0048,138585.126,281715.936,132206.989
124922,-75733.449,-101989.699,-56544.483,2.0000,139049.389,281393.873,132671.252
125162,-75881.796,-102389.675,-56763.248,1.9952,139512.576,281072.668,133134.439
125402,-76029.504,-102788.786,-56981.533,1.9905,139974.694,280752.313,133596.557
125642,-76176.577,-103187.037,-57199.340,1.9858,140435.751,280432.801,134057.614
125882,-76323.022,-103584.432,-57416.674,1.9811,140895.751,280114.123,134517.614
126122,-76468.843,-103980.976,-57633.537,1.9765,141354.703,279796.274,134976.566
126362,-76614.044,-104376.676,-57849.931,1.9719,141812.611,279479.245,135434.474
126602,-76758.631,-104771.535,-58065.859,1.9673,142269.484,279163.029,135891.347
126842,-76902.609,-105165.559,-58281.325,1.9627,142725.327,278847.619,136347.190
127082,-77045.982,-105558.753,-58496.330,1.9582,143180.146,278533.009,136802.009
127322,-77188.754,-105951.120,-58710.878,1.9537,143633.947,278219.191,137255.810
127562,-77330.931,-106342.667,-58924.971,1.9493,144086.737,277906.159,137708.600
127802,-77472.517,-106733.398,-59138.612,1.9448,144538.522,277593.906,138160.385
128042,-77613.516,-107123.317,-59351.803,1.9404,144989.308,277282.424,138611.171
128282,-77753.933,-107512.429,-59564.547,1.9360,145439.100,276971.709,139060.963
128522,-77893.772,-107900.739,-59776.847,1.9317,145887.904,276661.752,139509.767
128762,-78033.038,-108288.251,-59988.705,1.9273,146335.727,276352.549,139957.590
129002,-78171.735,-108674.970,-60200.123,1.9230,146782.574,276044.091,140404.437
129242,-78309.867,-109060.899,-60411.104,1.9188,147228.450,275736.374,140850.313
129482,-78447.437,-109446.044,-60621.651,1.9145,147673.361,275429.390,141295.224
129722,-78584.451,-109830.409,-60831.766,1.9103,148117.313,275123.135,141739.176
129962,-78720.913,-110213.997,-61041.451,1.9061,148560.311,274817.601,142182.174
130202,-78856.826,-110596.814,-61250.708,1.9019,149002.361,274512.782,142624.224
130442,-78992.194,-110978.864,-61459.541,1.8977,149443.468,274208.674,143065.331
130682,-79127.021,-111360.150,-61667.951,1.8936,149883.637,273905.269,143505.500
130922,-79261.311,-111740.676,-61875.940,1.8895,150322.873,273602.563,143944.736
131162,-79395.069,-112120.447,-62083.512,1.8854,150761.182,273300.549,144383.045
131402,-79528.296,-112499.467,-62290.667,1.8814,151198.569,272999.222,144820.432
131642,-79660.999,-112877.740,-62497.409,1.8773,151635.039,272698.576,145256.902
131882,-79793.179,-113255.269,-62703.739,1.8733,152070.597,272398.606,145692.460
132122,-79924.841,-113632.059,-62909.660,1.8693,152505.247,272099.306,146127.110
132362,-80055.988,-114008.114,-63115.173,1.8654,152938.996,271800.671,146560.859
132602,-80186.625,-114383.437,-63320.282,1.8614,153371.847,271502.696,146993.710
132842,-80316.753,-114758.031,-63524.988,1.8575,153803.806,271205.374,147425.669
133082,-80446.378,-115131.902,-63729.293,1.8536,154234.877,270908.702,147856.740
133322,-80575.502,-115505.052,-63933.199,1.8497,154665.065,270612.673,148286.928
133562,-80704.128,-115877.485,-64136.709,1.8459,155094.376,270317.283,148716.239
133802,-80832.261,-116249.206,-64339.824,1.8420,155522.812,270022.526,149144.675
134042,-80959.903,-116620.216,-64542.546,1.8382,155950.380,269728.398,149572.243
134282,-81087.058,-116990.521,-64744.878,1.8344,156377.083,269434.894,149998.946
134522,-81213.728,-117360.123,-64946.821,1.8307,156802.926,269142.008,150424.789
134762,-81339.918,-117729.026,-65148.377,1.8269,157227.914,268849.736,150849.777
135002,-81465.630,-118097.234,-65349.549,1.8232,157652.050,268558.073,151273.913
