Tiempo(s),X(km),Y(km),Z(km),Velocidad(km/s),DistanciaTierra(km),DistanciaLuna(km),Altitud(km)
586859,-84770.930,-259174.565,-152638.914,0.8966,312499.926,152919.495,306121.789
587099,-84665.861,-259005.127,-152557.666,0.8975,312291.219,153125.261,305913.082
587339,-84560.721,-258835.499,-152476.304,0.8985,312082.288,153331.026,305704.151
587579,-84455.509,-258665.682,-152394.829,0.8994,311873.134,153536.792,305494.997
587819,-84350.225,-258495.674,-152313.240,0.9004,311663.757,153742.557,305285.620
588059,-84244.870,-258325.477,-152231.538,0.9013,311454.156,153948.323,305076.019
588299,-84139.443,-258155.088,-152149.722,0.9023,311244.331,154154.089,304866.194
588539,-84033.944,-257984.509,-152067.792,0.9032,311034.281,154359.856,304656.144
588779,-83928.373,-257813.739,-151985.747,0.9042,310824.007,154565.623,304445.870
589019,-83822.731,-257642.777,-151903.589,0.9051,310613.507,154771.391,304235.370
589259,-83717.016,-257471.624,-151821.316,0.9061,310402.783,154977.161,304024.646
589499,-83611.230,-257300.278,-151738.928,0.9070,310191.833,155182.932,303813.696
589739,-83505.372,-257128.740,-151656.425,0.9080,309980.656,155388.704,303602.519
589979,-83399.441,-256957.010,-151573.807,0.9089,309769.254,155594.478,303391.117
590219,-83293.439,-256785.087,-151491.074,0.9099,309557.625,155800.255,303179.488
590459,-83187.365,-256612.970,-151408.226,0.9109,309345.769,156006.033,302967.632
590699,-83081.219,-256440.660,-151325.262,0.9118,309133.686,156211.813,302755.549
590939,-82975.001,-256268.156,-151242.182,0.9128,308921.376,156417.597,302543.239
591179,-82868.711,-256095.459,-151158.986,0.9138,308708.837,156623.383,302330.700
591419,-82762.348,-255922.567,-151075.674,0.9147,308496.071,156829.171,302117.934
591659,-82655.914,-255749.480,-150992.245,0.9157,308283.076,157034.964,301904.939
591899,-82549.408,-255576.198,-150908.700,0.9167,308069.852,157240.759,301691.715
592139,-82442.829,-255402.721,-150825.039,0.9177,307856.399,157446.558,301478.262
592379,-82336.178,-255229.049,-150741.260,0.9186,307642.716,157652.361,301264.579
592619,-82229.455,-255055.180,-150657.364,0.9196,307428.804,157858.168,301050.667
592859,-82122.660,-254881.116,-150573.351,0.9206,307214.662,158063.979,300836.525
593099,-82015.792,-254706.855,-150489.221,0.9216,307000.289,158269.794,300622.152
593339,-81908.852,-254532.398,-150404.972,0.9225,306785.686,158475.614,300407.549
593579,-81801.840,-254357.743,-150320.606,0.9235,306570.852,158681.439,300192.715
593819,-81694.755,-254182.891,-150236.122,0.9245,306355.786,158887.269,299977.649
594059,-81587.599,-254007.841,-150151.520,0.9255,306140.488,159093.104,299762.351
594299,-81480.369,-253832.594,-150066.799,0.9265,305924.959,159298.944,299546.822
594539,-81373.067,-253657.148,-149981.960,0.9274,305709.197,159504.791,299331.060
594779,-81265.693,-253481.503,-149897.002,0.9284,305493.202,159710.643,299115.065
595019,-81158.246,-253305.660,-149811.924,0.9294,305276.974,159916.501,298898.837
595259,-81050.727,-253129.618,-149726.728,0.9304,305060.513,160122.366,298682.376
595499,-80943.135,-252953.376,-149641.412,0.9314,304843.818,160328.237,298465.681
595739,-80835.471,-252776.934,-149555.977,0.9324,304626.890,160534.115,298248.753
595979,-80727.734,-252600.292,-149470.421,0.9334,304409.726,160740.000,298031.589
596219,-80619.924,-252423.450,-149384.746,0.9344,304192.328,160945.892,297814.191
596459,-80512.042,-252246.407,-149298.951,0.9354,303974.695,161151.792,297596.558
596699,-80404.087,-252069.163,-149213.035,0.9364,303756.827,161357.699,297378.690
596939,-80296.059,-251891.717,-149126.999,0.9374,303538.723,161563.614,297160.586
597179,-80187.958,-251714.070,-149040.842,0.9384,303320.382,161769.538,296942.245
597419,-80079.785,-251536.221,-148954.564,0.9394,303101.806,161975.469,296723.669
597659,-79971.539,-251358.170,-148868.164,0.9404,302882.992,162181.410,296504.855
597899,-79863.219,-251179.916,-148781.644,0.9414,302663.941,162387.359,296285.804
598139,-79754.827,-251001.459,-148695.001,0.9424,302444.653,162593.317,296066.516
598379,-79646.363,-250822.799,-148608.237,0.9434,302225.127,162799.284,295846.990
598619,-79537.825,-250643.935,-148521.351,0.9444,302005.363,163005.261,295627.226
598859,-79429.214,-250464.867,-148434.343,0.9454,301785.361,163211.247,295407.224
599099,-79320.530,-250285.595,-148347.213,0.9465,301565.119,163417.244,295186.982
599339,-79211.773,-250106.119,-148259.960,0.9475,301344.638,163623.250,294966.501
599579,-79102.943,-249926.437,-148172.584,0.9485,301123.918,163829.267,294745.781
599819,-78994.040,-249746.551,-148085.085,0.9495,300902.958,164035.295,294524.821
600059,-78885.063,-249566.458,-147997.463,0.9505,300681.757,164241.333,294303.620
600299,-78776.014,-249386.160,-147909.717,0.9516,300460.316,164447.383,294082.179
600539,-78666.891,-249205.656,-147821.848,0.9526,300238.634,164653.444,293860.497
600779,-78557.695,-249024.945,-147733.855,0.9536,300016.711,164859.517,293638.574
601019,-78448.426,-248844.028,-147645.738,0.9546,299794.546,165065.602,293416.409
601259,-78339.083,-248662.903,-147557.496,0.9557,299572.138,165271.698,293194.001
601352,-78296.820,-248592.872,-147523.372,0.9561,299486.148,165351.325,293108.011
601592,-78187.376,-248411.459,-147434.958,0.9571,299263.405,165557.439,292885.268
601832,-78077.858,-248229.838,-147346.419,0.9581,299040.418,165763.566,292662.281
602072,-77968.267,-248048.010,-147257.755,0.9592,298817.189,165969.705,292439.052
602312,-77858.602,-247865.972,-147168.967,0.9602,298593.715,166175.858,292215.578
602552,-77748.864,-247683.726,-147080.052,0.9612,298369.998,166382.024,291991.861
602792,-77639.052,-247501.270,-146991.013,0.9623,298146.036,166588.204,291767.899
603032,-77529.167,-247318.605,-146901.847,0.9633,297921.829,166794.397,291543.692
603272,-77419.208,-247135.729,-146812.555,0.9643,297697.378,167000.605,291319.241
603512,-77309.175,-246952.643,-146723.137,0.9654,297472.681,167206.827,291094.544
603752,-77199.069,-246769.347,-146633.593,0.9664,297247.737,167413.064,290869.600
603992,-77088.889,-246585.839,-146543.922,0.9675,297022.548,167619.316,290644.411
604232,-76978.635,-246402.121,-146454.124,0.9685,296797.112,167825.583,290418.975
604472,-76868.307,-246218.190,-146364.199,0.9696,296571.429,168031.866,290193.292
604712,-76757.906,-246034.047,-146274.146,0.9706,296345.498,168238.164,289967.361
604952,-76647.430,-245849.692,-146183.966,0.9717,296119.320,168444.478,289741.183
605192,-76536.881,-245665.124,-146093.659,0.9727,295892.894,168650.809,289514.757
605432,-76426.258,-245480.343,-146003.223,0.9738,295666.219,168857.156,289288.082
605672,-76315.561,-245295.349,-145912.659,0.9748,295439.295,169063.520,289061.158
605912,-76204.789,-245110.141,-145821.966,0.9759,295212.122,169269.900,288833.985
606152,-76093.944,-244924.719,-145731.145,0.9770,294984.699,169476.298,288606.562
606392,-75983.024,-244739.082,-145640.195,0.9780,294757.026,169682.714,288378.889
606632,-75872.031,-244553.230,-145549.116,0.9791,294529.103,169889.147,288150.966
606872,-75760.963,-244367.163,-145457.907,0.9802,294300.929,170095.599,287922.792
607112,-75649.821,-244180.880,-145366.569,0.9812,294072.503,170302.069,287694.366
607352,-75538.604,-243994.382,-145275.101,0.9823,293843.826,170508.558,287465.689
607592,-75427.314,-243807.667,-145183.503,0.9834,293614.897,170715.065,287236.760
607832,-75315.949,-243620.735,-145091.775,0.9844,293385.715,170921.592,287007.578
608072,-75204.509,-243433.587,-144999.916,0.9855,293156.281,171128.138,286778.144
608312,-75092.995,-243246.221,-144907.927,0.9866,292926.594,171334.704,286548.457
608552,-74981.407,-243058.637,-144815.806,0.9877,292696.652,171541.290,286318.515
608792,-74869.744,-242870.835,-144723.555,0.9887,292466.457,171747.896,286088.320
609032,-74758.007,-242682.815,-144631.172,0.9898,292236.008,171954.522,285857.871
609272,-74646.195,-242494.576,-144538.657,0.9909,292005.303,172161.170,285627.166
609512,-74534.308,-242306.118,-144446.011,0.9920,291774.344,172367.839,285396.207
609752,-74422.347,-242117.440,-144353.232,0.9931,291543.129,172574.529,285164.992
609992,-74310.311,-241928.542,-144260.321,0.9942,291311.658,172781.241,284933.521
610232,-74198.200,-241739.423,-144167.277,0.9953,291079.930,172987.975,284701.793
610472,-74086.015,-241550.084,-144074.101,0.9963,290847.945,173194.731,284469.808
610712,-73973.754,-241360.524,-143980.791,0.9974,290615.704,173401.510,284237.567
610952,-73861.419,-241170.743,-143887.348,0.9985,290383.204,173608.312,284005.067
611192,-73749.008,-240980.739,-143793.772,0.9996,290150.447,173815.136,283772.310
611432,-73636.523,-240790.514,-143700.061,1.0007,289917.431,174021.985,283539.294
611672,-73523.963,-240600.066,-143606.217,1.0018,289684.156,174228.857,283306.019
611912,-73411.328,-240409.395,-143512.238,1.0029,289450.622,174435.753,283072.485
612152,-73298.617,-240218.500,-143418.125,1.0040,289216.828,174642.673,282838.691
612392,-73185.832,-240027.382,-143323.877,1.0051,288982.774,174849.618,282604.637
612632,-73072.971,-239836.039,-143229.495,1.0062,288748.459,175056.588,282370.322
612872,-72960.035,-239644.472,-143134.976,1.0074,288513.884,175263.584,282135.747
613112,-72847.023,-239452.680,-143040.323,1.0085,288279.047,175470.605,281900.910
613352,-72733.937,-239260.663,-142945.533,1.0096,288043.948,175677.651,281665.811
613592,-72620.775,-239068.420,-142850.608,1.0107,287808.587,175884.724,281430.450
613832,-72507.537,-238875.952,-142755.546,1.0118,287572.963,176091.824,281194.826
614072,-72394.224,-238683.256,-142660.348,1.0129,287337.076,176298.950,280958.939
614312,-72280.836,-238490.334,-142565.013,1.0141,287100.925,176506.103,280722.788
614552,-72167.372,-238297.184,-142469.540,1.0152,286864.511,176713.284,280486.374
614792,-72053.832,-238103.807,-142373.931,1.0163,286627.832,176920.492,280249.695
615032,-71940.217,-237910.202,-142278.184,1.0174,286390.888,177127.729,280012.751
615272,-71826.526,-237716.368,-142182.300,1.0186,286153.679,177334.993,279775.542
615512,-71712.759,-237522.306,-142086.277,1.0197,285916.204,177542.287,279538.067
615752,-71598.917,-237328.014,-141990.116,1.0208,285678.463,177749.609,279300.326
615992,-71484.998,-237133.493,-141893.816,1.0219,285440.455,177956.961,279062.318
616232,-71371.004,-236938.741,-141797.378,1.0231,285202.180,178164.342,278824.043
616472,-71256.934,-236743.759,-141700.801,1.0242,284963.638,178371.754,278585.501
616712,-71142.788,-236548.546,-141604.084,1.0254,284724.828,178579.196,278346.691
616952,-71028.566,-236353.102,-141507.228,1.0265,284485.749,178786.668,278107.612
617192,-70914.267,-236157.426,-141410.231,1.0276,284246.402,178994.171,277868.265
617432,-70799.893,-235961.518,-141313.095,1.0288,284006.785,179201.705,277628.648
617672,-70685.443,-235765.378,-141215.818,1.0299,283766.898,179409.272,277388.761
617912,-70570.916,-235569.005,-141118.401,1.0311,283526.741,179616.870,277148.604
618152,-70456.313,-235372.398,-141020.843,1.0322,283286.314,179824.500,276908.177
618392,-70341.633,-235175.557,-140923.143,1.0334,283045.615,180032.163,276667.478
618632,-70226.878,-234978.483,-140825.302,1.0346,282804.645,180239.859,276426.508
618872,-70112.046,-234781.173,-140727.320,1.0357,282563.403,180447.588,276185.266
619112,-69997.137,-234583.629,-140629.195,1.0369,282321.888,180655.351,275943.751
619352,-69882.152,-234385.849,-140530.928,1.0380,282080.100,180863.147,275701.963
619592,-69767.090,-234187.833,-140432.518,1.0392,281838.039,181070.978,275459.902
619832,-69651.952,-233989.581,-140333.966,1.0404,281595.704,181278.844,275217.567
620072,-69536.737,-233791.093,-140235.271,1.0415,281353.095,181486.745,274974.958
620312,-69421.445,-233592.367,-140136.432,1.0427,281110.210,181694.681,274732.073
620552,-69306.077,-233393.403,-140037.450,1.0439,280867.051,181902.653,274488.914
620792,-69190.631,-233194.202,-139938.323,1.0450,280623.615,182110.661,274245.478
621032,-69075.109,-232994.762,-139839.053,1.0462,280379.904,182318.705,274001.767
621272,-68959.510,-232795.083,-139739.638,1.0474,280135.915,182526.786,273757.778
621512,-68843.834,-232595.165,-139640.078,1.0486,279891.649,182734.905,273513.512
621752,-68728.081,-232395.007,-139540.373,1.0498,279647.106,182943.060,273268.969
621992,-68612.251,-232194.608,-139440.523,1.0509,279402.284,183151.254,273024.147
622232,-68496.343,-231993.969,-139340.527,1.0521,279157.184,183359.486,272779.047
622472,-68380.359,-231793.089,-139240.386,1.0533,278911.805,183567.756,272533.668
622712,-68264.297,-231591.968,-139140.098,1.0545,278666.146,183776.066,272288.009
622952,-68148.158,-231390.604,-139039.663,1.0557,278420.206,183984.414,272042.069
623192,-68031.942,-231188.999,-138939.082,1.0569,278173.986,184192.803,271795.849
623432,-67915.648,-230987.150,-138838.354,1.0581,277927.485,184401.231,271549.348
623672,-67799.277,-230785.058,-138737.479,1.0593,277680.703,184609.700,271302.566
623912,-67682.828,-230582.722,-138636.456,1.0605,277433.638,184818.210,271055.501
624152,-67566.302,-230380.141,-138535.285,1.0617,277186.291,185026.761,270808.154
624392,-67449.698,-230177.316,-138433.966,1.0629,276938.660,185235.353,270560.523
624632,-67333.016,-229974.246,-138332.498,1.0641,276690.746,185443.988,270312.609
624872,-67216.257,-229770.931,-138230.881,1.0653,276442.548,185652.664,270064.411
625112,-67099.420,-229567.369,-138129.116,1.0665,276194.065,185861.384,269815.928
625352,-66982.505,-229363.560,-138027.201,1.0677,275945.297,186070.147,269567.160
625592,-66865.512,-229159.505,-137925.136,1.0690,275696.243,186278.953,269318.106
625832,-66748.441,-228955.202,-137822.921,1.0702,275446.904,186487.803,269068.767
626072,-66631.293,-228750.652,-137720.556,1.0714,275197.277,186696.697,268819.140
626312,-66514.066,-228545.852,-137618.040,1.0726,274947.363,186905.636,268569.226
626552,-66396.761,-228340.804,-137515.374,1.0738,274697.162,187114.620,268319.025
626792,-66279.378,-228135.507,-137412.556,1.0751,274446.672,187323.650,268068.535
627032,-66161.917,-227929.960,-137309.587,1.0763,274195.894,187532.725,267817.757
627272,-66044.377,-227724.162,-137206.465,1.0775,273944.826,187741.847,267566.689
627512,-65926.759,-227518.114,-137103.192,1.0788,273693.469,187951.015,267315.332
627752,-65809.063,-227311.814,-136999.766,1.0800,273441.821,188160.230,267063.684
627992,-65691.288,-227105.262,-136896.188,1.0812,273189.882,188369.493,266811.745
628232,-65573.434,-226898.459,-136792.456,1.0825,272937.652,188578.804,266559.515
628472,-65455.503,-226691.402,-136688.571,1.0837,272685.130,188788.164,266306.993
628712,-65337.492,-226484.093,-136584.532,1.0850,272432.316,188997.571,266054.179
628952,-65219.403,-226276.530,-136480.340,1.0862,272179.208,189207.029,265801.071
629192,-65101.235,-226068.712,-136375.993,1.0875,271925.807,189416.535,265547.670
629432,-64982.988,-225860.640,-136271.491,1.0887,271672.112,189626.092,265293.975
629672,-64864.663,-225652.312,-136166.834,1.0900,271418.123,189835.699,265039.986
629912,-64746.258,-225443.729,-136062.022,1.0912,271163.838,190045.357,264785.701
630152,-64627.774,-225234.890,-135957.054,1.0925,270909.257,190255.066,264531.120
630392,-64509.212,-225025.794,-135851.931,1.0938,270654.380,190464.827,264276.243
630632,-64390.570,-224816.441,-135746.651,1.0950,270399.207,190674.640,264021.070
630872,-64271.849,-224606.830,-135641.214,1.0963,270143.736,190884.505,263765.599
631112,-64153.049,-224396.961,-135535.621,1.0976,269887.967,191094.424,263509.830
631352,-64034.170,-224186.834,-135429.870,1.0988,269631.899,191304.396,263253.762
631583,-63911.504,-223983.693,-135336.712,1.1001,269387.083,191499.119,263008.946
631823,-63792.435,-223773.059,-135230.696,1.1013,269130.448,191709.161,262752.311
632063,-63673.286,-223562.165,-135124.521,1.1026,268873.512,191919.257,262495.375
632303,-63554.059,-223351.011,-135018.187,1.1039,268616.275,192129.408,262238.138
632543,-63434.751,-223139.595,-134911.695,1.1052,268358.737,192339.615,261980.600
632783,-63315.364,-222927.917,-134805.043,1.1065,268100.898,192549.878,261722.761
633023,-63195.897,-222715.978,-134698.232,1.1078,267842.756,192760.198,261464.619
633263,-63076.351,-222503.775,-134591.261,1.1090,267584.311,192970.574,261206.174
633503,-62956.725,-222291.309,-134484.129,1.1103,267325.562,193181.008,260947.425
633743,-62837.018,-222078.579,-134376.837,1.1116,267066.509,193391.500,260688.372
633983,-62717.232,-221865.584,-134269.384,1.1129,266807.152,193602.051,260429.015
634223,-62597.366,-221652.325,-134161.769,1.1142,266547.489,193812.660,260169.352
634463,-62477.420,-221438.800,-134053.993,1.1155,266287.520,194023.329,259909.383
634703,-62357.393,-221225.009,-133946.055,1.1169,266027.245,194234.057,259649.108
634943,-62237.287,-221010.952,-133837.955,1.1182,265766.663,194444.846,259388.526
635183,-62117.100,-220796.628,-133729.692,1.1195,265505.773,194655.695,259127.636
635423,-61996.833,-220582.036,-133621.265,1.1208,265244.574,194866.606,258866.437
635663,-61876.485,-220367.175,-133512.676,1.1221,264983.067,195077.578,258604.930
635903,-61756.057,-220152.046,-133403.922,1.1234,264721.251,195288.613,258343.114
636143,-61635.549,-219936.648,-133295.005,1.1247,264459.124,195499.710,258080.987
636383,-61514.959,-219720.980,-133185.923,1.1261,264196.687,195710.870,257818.550
636623,-61394.290,-219505.041,-133076.676,1.1274,263933.938,195922.094,257555.801
636863,-61273.539,-219288.832,-132967.263,1.1287,263670.877,196133.382,257292.740
637103,-61152.708,-219072.351,-132857.686,1.1301,263407.504,196344.735,257029.367
637343,-61031.795,-218855.598,-132747.942,1.1314,263143.818,196556.153,256765.681
637583,-60910.802,-218638.572,-132638.032,1.1327,262879.818,196767.636,256501.681
637823,-60789.728,-218421.273,-132527.955,1.1341,262615.503,196979.186,256237.366
637968,-60716.648,-218290.049,-132461.467,1.1349,262455.895,197106.841,256077.758
638208,-60595.444,-218072.311,-132351.123,1.1362,262191.076,197318.498,255812.939
638448,-60474.158,-217854.298,-132240.610,1.1376,261925.940,197530.222,255547.803
638688,-60352.792,-217636.010,-132129.930,1.1389,261660.487,197742.014,255282.350
638928,-60231.344,-217417.446,-132019.081,1.1403,261394.718,197953.875,255016.581
639168,-60109.815,-217198.606,-131908.063,1.1417,261128.630,198165.805,254750.493
639408,-59988.204,-216979.488,-131796.877,1.1430,260862.224,198377.804,254484.087
639648,-59866.512,-216760.093,-131685.520,1.1444,260595.498,198589.873,254217.361
639888,-59744.739,-216540.420,-131573.994,1.1457,260328.453,198802.012,253950.316
640128,-59622.884,-216320.469,-131462.297,1.1471,260061.087,199014.223,253682.950
640368,-59500.947,-216100.237,-131350.430,1.1485,259793.400,199226.506,253415.263
640608,-59378.928,-215879.726,-131238.392,1.1499,259525.391,199438.860,253147.254
640848,-59256.827,-215658.935,-131126.182,1.1512,259257.060,199651.287,252878.923
641088,-59134.645,-215437.862,-131013.800,1.1526,258988.406,199863.788,252610.269
641328,-59012.380,-215216.507,-130901.246,1.1540,258719.428,200076.362,252341.291
641568,-58890.034,-214994.870,-130788.520,1.1554,258450.125,200289.010,252071.988
641808,-58767.605,-214772.950,-130675.620,1.1568,258180.498,200501.734,251802.361
642048,-58645.094,-214550.747,-130562.547,1.1582,257910.544,200714.533,251532.407
642288,-58522.501,-214328.260,-130449.300,1.1596,257640.265,200927.407,251262.128
642528,-58399.826,-214105.487,-130335.879,1.1610,257369.658,201140.359,250991.521
642768,-58277.068,-213882.429,-130222.283,1.1624,257098.723,201353.387,250720.586
643008,-58154.228,-213659.086,-130108.512,1.1638,256827.460,201566.493,250449.323
643248,-58031.305,-213435.455,-129994.566,1.1652,256555.867,201779.677,250177.730
643488,-57908.300,-213211.537,-129880.444,1.1666,256283.945,201992.940,249905.808
643728,-57785.211,-212987.332,-129766.145,1.1680,256011.692,202206.283,249633.555
643968,-57662.040,-212762.838,-129651.670,1.1694,255739.109,202419.705,249360.972
644208,-57538.787,-212538.054,-129537.018,1.1708,255466.193,202633.208,249088.056
644448,-57415.450,-212312.981,-129422.188,1.1722,255192.944,202846.791,248814.807
644688,-57292.030,-212087.618,-129307.181,1.1737,254919.362,203060.457,248541.225
644928,-57168.528,-211861.963,-129191.994,1.1751,254645.447,203274.205,248267.310
645168,-57044.942,-211636.017,-129076.630,1.1765,254371.196,203488.035,247993.059
645408,-56921.273,-211409.778,-128961.086,1.1780,254096.610,203701.949,247718.473
645648,-56797.521,-211183.246,-128845.362,1.1794,253821.688,203915.947,247443.551
645888,-56673.685,-210956.421,-128729.458,1.1808,253546.429,204130.030,247168.292
646128,-56549.766,-210729.301,-128613.374,1.1823,253270.832,204344.198,246892.695
646368,-56425.764,-210501.887,-128497.109,1.1837,252994.897,204558.451,246616.760
646608,-56301.677,-210274.176,-128380.662,1.1852,252718.623,204772.792,246340.486
646848,-56177.508,-210046.170,-128264.034,1.1866,252442.010,204987.219,246063.873
647088,-56053.254,-209817.866,-128147.223,1.1881,252165.055,205201.734,245786.918
647328,-55928.917,-209589.265,-128030.230,1.1896,251887.760,205416.337,245509.623
647568,-55804.496,-209360.365,-127913.054,1.1910,251610.122,205631.029,245231.985
647808,-55679.991,-209131.167,-127795.694,1.1925,251332.142,205845.811,244954.005
648048,-55555.402,-208901.669,-127678.150,1.1939,251053.819,206060.682,244675.682
648288,-55430.729,-208671.870,-127560.422,1.1954,250775.151,206275.645,244397.014
648528,-55305.971,-208441.770,-127442.509,1.1969,250496.138,206490.699,244118.001
648768,-55181.130,-208211.369,-127324.411,1.1984,250216.780,206705.845,243838.643
649008,-55056.204,-207980.665,-127206.126,1.1999,249937.075,206921.084,243558.938
649248,-54931.193,-207749.658,-127087.656,1.2013,249657.022,207136.416,243278.885
649488,-54806.098,-207518.348,-126968.999,1.2028,249376.622,207351.842,242998.485
649728,-54680.919,-207286.732,-126850.154,1.2043,249095.873,207567.363,242717.736
649968,-54555.655,-207054.812,-126731.122,1.2058,248814.775,207782.979,242436.638
650208,-54430.306,-206822.586,-126611.902,1.2073,248533.326,207998.691,242155.189
650448,-54304.873,-206590.053,-126492.493,1.2088,248251.526,208214.500,241873.389
650688,-54179.354,-206357.212,-126372.896,1.2103,247969.374,208430.406,241591.237
650928,-54053.751,-206124.064,-126253.108,1.2118,247686.869,208646.410,241308.732
651168,-53928.063,-205890.607,-126133.131,1.2134,247404.011,208862.513,241025.874
651408,-53802.289,-205656.840,-126012.964,1.2149,247120.799,209078.715,240742.662
651648,-53676.430,-205422.764,-125892.605,1.2164,246837.232,209295.018,240459.095
651888,-53550.486,-205188.376,-125772.055,1.2179,246553.309,209511.420,240175.172
652128,-53424.457,-204953.676,-125651.313,1.2194,246269.029,209727.925,239890.892
652368,-53298.342,-204718.664,-125530.379,1.2210,245984.391,209944.531,239606.254
652608,-53172.142,-204483.339,-125409.252,1.2225,245699.396,210161.240,239321.259
652848,-53045.856,-204247.700,-125287.931,1.2240,245414.041,210378.053,239035.904
653088,-52919.485,-204011.746,-125166.417,1.2256,245128.327,210594.970,238750.190
653328,-52793.028,-203775.477,-125044.708,1.2271,244842.251,210811.991,238464.114
653568,-52666.485,-203538.892,-124922.805,1.2287,244555.814,211029.119,238177.677
653808,-52539.856,-203301.990,-124800.706,1.2302,244269.015,211246.353,237890.878
654048,-52413.141,-203064.770,-124678.411,1.2318,243981.853,211463.693,237603.716
654288,-52286.339,-202827.232,-124555.920,1.2333,243694.326,211681.142,237316.189
654528,-52159.452,-202589.374,-124433.233,1.2349,243406.435,211898.699,237028.298
654768,-52032.479,-202351.197,-124310.347,1.2365,243118.177,212116.365,236740.040
655008,-51905.419,-202112.699,-124187.264,1.2380,242829.554,212334.142,236451.417
655248,-51778.273,-201873.879,-124063.983,1.2396,242540.562,212552.029,236162.425
655488,-51651.040,-201634.737,-123940.502,1.2412,242251.203,212770.028,235873.066
655728,-51523.721,-201395.272,-123816.823,1.2428,241961.474,212988.138,235583.337
655968,-51396.315,-201155.483,-123692.943,1.2444,241671.375,213206.362,235293.238
656208,-51268.822,-200915.369,-123568.863,1.2460,241380.905,213424.700,235002.768
656448,-51141.243,-200674.929,-123444.582,1.2476,241090.064,213643.152,234711.927
656688,-51013.577,-200434.164,-123320.099,1.2492,240798.849,213861.719,234420.712
656928,-50885.823,-200193.071,-123195.414,1.2508,240507.262,214080.403,234129.125
657168,-50757.983,-199951.651,-123070.527,1.2524,240215.299,214299.203,233837.162
657408,-50630.055,-199709.901,-122945.436,1.2540,239922.962,214518.121,233544.825
657648,-50502.040,-199467.823,-122820.142,1.2556,239630.248,214737.157,233252.111
657888,-50373.938,-199225.413,-122694.644,1.2572,239337.157,214956.313,232959.020
658128,-50245.749,-198982.673,-122568.941,1.2588,239043.688,215175.588,232665.551
658368,-50117.471,-198739.601,-122443.032,1.2604,238749.840,215394.984,232371.703
658608,-49989.107,-198496.195,-122316.918,1.2621,238455.612,215614.502,232077.475
658848,-49860.654,-198252.457,-122190.597,1.2637,238161.003,215834.143,231782.866
659088,-49732.114,-198008.383,-122064.070,1.2653,237866.013,216053.906,231487.876
659328,-49603.486,-197763.974,-121937.334,1.2670,237570.640,216273.794,231192.503
659568,-49474.770,-197519.229,-121810.391,1.2686,237274.883,216493.806,230896.746
659808,-49345.967,-197274.147,-121683.239,1.2703,236978.742,216713.944,230600.605
660048,-49217.075,-197028.727,-121555.878,1.2719,236682.216,216934.209,230304.079
660288,-49088.094,-196782.968,-121428.307,1.2736,236385.303,217154.600,230007.166
660528,-48959.026,-196536.870,-121300.526,1.2753,236088.003,217375.121,229709.866
660768,-48829.869,-196290.431,-121172.533,1.2769,235790.314,217595.770,229412.177
661008,-48700.624,-196043.651,-121044.329,1.2786,235492.236,217816.549,229114.099
661248,-48571.290,-195796.528,-120915.914,1.2803,235193.768,218037.459,228815.631
661488,-48441.867,-195549.062,-120787.285,1.2819,234894.909,218258.500,228516.772
661728,-48312.356,-195301.252,-120658.443,1.2836,234595.658,218479.674,228217.521
661968,-48182.756,-195053.097,-120529.387,1.2853,234296.013,218700.981,227917.876
662208,-48053.067,-194804.596,-120400.117,1.2870,233995.975,218922.423,227617.838
662448,-47923.289,-194555.749,-120270.631,1.2887,233695.541,219143.999,227317.404
662688,-47793.422,-194306.554,-120140.930,1.2904,233394.711,219365.712,227016.574
662928,-47663.466,-194057.010,-120011.013,1.2921,233093.484,219587.561,226715.347
663168,-47533.420,-193807.117,-119880.879,1.2938,232791.859,219809.549,226413.722
663408,-47403.286,-193556.873,-119750.527,1.2955,232489.835,220031.675,226111.698
663648,-47273.061,-193306.278,-119619.957,1.2973,232187.411,220253.941,225809.274
663888,-47142.748,-193055.331,-119489.168,1.2990,231884.585,220476.347,225506.448
664128,-47012.344,-192804.031,-119358.160,1.3007,231581.357,220698.894,225203.220
664368,-46881.851,-192552.376,-119226.932,1.3024,231277.727,220921.584,224899.590
664608,-46751.268,-192300.366,-119095.484,1.3042,230973.692,221144.418,224595.555
664848,-46620.595,-192048.001,-118963.814,1.3059,230669.251,221367.395,224291.114
665088,-46489.833,-191795.278,-118831.922,1.3077,230364.404,221590.518,223986.267
665328,-46358.980,-191542.197,-118699.808,1.3094,230059.150,221813.787,223681.013
665568,-46228.037,-191288.758,-118567.470,1.3112,229753.488,222037.203,223375.351
665808,-46097.003,-191034.958,-118434.909,1.3129,229447.416,222260.767,223069.279
666048,-45965.880,-190780.798,-118302.123,1.3147,229140.933,222484.480,222762.796
666288,-45834.666,-190526.276,-118169.112,1.3165,228834.039,222708.343,222455.902
666528,-45703.361,-190271.391,-118035.876,1.3182,228526.732,222932.357,222148.595
666768,-45571.966,-190016.142,-117902.413,1.3200,228219.011,223156.523,221840.874
667008,-45440.480,-189760.528,-117768.722,1.3218,227910.876,223380.842,221532.739
667248,-45308.903,-189504.549,-117634.804,1.3236,227602.324,223605.315,221224.187
667488,-45177.235,-189248.202,-117500.658,1.3254,227293.355,223829.943,220915.218
667728,-45045.476,-188991.488,-117366.282,1.3272,226983.968,224054.726,220605.831
